function,dim,F,CR,mode,best_fitness,iteration
function 1,30,0.4,0.1,PSR,32346872560.57567,1
function 1,30,0.4,0.1,MSR,25681221569.540043,1
function 1,30,0.4,0.2,normal,33764956463.373695,1
function 1,30,0.4,0.2,PSR,7414035997.135261,1
function 1,30,0.4,0.2,MSR,5436866664.145577,1
function 1,30,0.4,0.3,normal,17844959912.666073,1
function 1,30,0.4,0.3,PSR,1998245856.7868114,1
function 1,30,0.4,0.3,MSR,3464009024.4076924,1
function 1,30,0.4,0.4,normal,11562788777.044582,1
function 1,30,0.4,0.4,PSR,1019696913.0137519,1
function 1,30,0.4,0.4,MSR,845813805.0409857,1
function 1,30,0.4,0.5,normal,11750132745.976011,1
function 1,30,0.4,0.5,PSR,679831164.4061339,1
function 1,30,0.4,0.5,MSR,1732890658.676009,1
function 1,30,0.4,0.6,normal,10646597056.30815,1
function 1,30,0.4,0.6,PSR,201232708.17268977,1
function 1,30,0.4,0.6,MSR,487117197.19398606,1
function 1,30,0.4,0.7,normal,10733514108.534056,1
function 1,30,0.4,0.7,PSR,426776191.4743784,1
function 1,30,0.4,0.7,MSR,2763232145.8733807,1
function 1,30,0.4,0.8,normal,14749004959.138866,1
function 1,30,0.4,0.8,PSR,1046683501.3874917,1
function 1,30,0.4,0.8,MSR,748947951.950401,1
function 1,30,0.4,0.9,normal,6518902520.255001,1
function 1,30,0.4,0.9,PSR,47676466027.811905,1
function 1,30,0.4,0.9,MSR,7260475007.731535,1
function 1,30,0.4,1.0,normal,131963691785.1192,1
function 1,30,0.4,1.0,PSR,261650497456.49826,1
function 1,30,0.4,1.0,MSR,360124353936.75305,1
function 1,30,0.5,0.0,normal,965738779797.0969,1
function 1,30,0.5,0.0,PSR,980557272062.7438,1
function 1,30,0.5,0.0,MSR,1170020573879.1428,1
function 1,30,0.5,0.1,normal,72980776547.15067,1
function 1,30,0.5,0.1,PSR,27540097975.464428,1
function 1,30,0.5,0.1,MSR,38758423288.58626,1
function 1,30,0.5,0.2,normal,55241697835.11248,1
function 1,30,0.5,0.2,PSR,5678556756.296813,1
function 1,30,0.5,0.2,MSR,7634096157.531981,1
function 1,30,0.5,0.3,normal,34221723722.625404,1
function 1,30,0.5,0.3,PSR,3127878360.453154,1
function 1,30,0.5,0.3,MSR,1990736189.4889543,1
function 1,30,0.5,0.4,normal,21098503883.927124,1
function 1,30,0.5,0.4,PSR,937436399.2158446,1
function 1,30,0.5,0.4,MSR,1804405184.6675446,1
function 1,30,0.5,0.5,normal,36744751948.43757,1
function 1,30,0.5,0.5,PSR,449606406.65264374,1
function 1,30,0.5,0.5,MSR,730299666.4104003,1
function 1,30,0.5,0.6,normal,57720865093.22624,1
function 1,30,0.5,0.6,PSR,2249996216.851531,1
function 1,30,0.5,0.6,MSR,333776715.52843577,1
function 1,30,0.5,0.7,normal,34671312273.59319,1
function 1,30,0.5,0.7,PSR,573867598.478537,1
function 1,30,0.5,0.7,MSR,609804927.7744201,1
function 1,30,0.5,0.8,normal,68234106111.23308,1
function 1,30,0.5,0.8,PSR,2442804805.881681,1
function 1,30,0.5,0.8,MSR,2436743378.6730423,1
function 1,30,0.5,0.9,normal,40080356458.86945,1
function 1,30,0.5,0.9,PSR,29602176121.271553,1
function 1,30,0.5,0.9,MSR,20681814427.202316,1
function 1,30,0.5,1.0,normal,68850458812.6559,1
function 1,30,0.5,1.0,PSR,320474103230.82263,1
function 1,30,0.5,1.0,MSR,292033230757.66003,1
function 1,30,0.6,0.0,normal,973886985188.8689,1
function 1,30,0.6,0.0,PSR,1071711080783.22,1
function 1,30,0.6,0.0,MSR,656176264073.9403,1
function 1,30,0.6,0.1,normal,111915304704.0001,1
function 1,30,0.6,0.1,PSR,36651020103.436134,1
function 1,30,0.6,0.1,MSR,32293592888.794792,1
function 1,30,0.6,0.2,normal,93189165736.64687,1
function 1,30,0.6,0.2,PSR,5264265423.367254,1
function 1,30,0.6,0.2,MSR,6859171283.935708,1
function 1,30,0.6,0.3,normal,65570879379.12629,1
function 1,30,0.6,0.3,PSR,1465592011.5203724,1
function 1,30,0.6,0.3,MSR,3801639347.4731607,1
function 1,30,0.6,0.4,normal,74694583537.76912,1
function 1,30,0.6,0.4,PSR,816132809.4889953,1
function 1,30,0.6,0.4,MSR,1889914842.4538937,1
function 1,30,0.6,0.5,normal,67843187537.14638,1
function 1,30,0.6,0.5,PSR,704586479.9253792,1
function 1,30,0.6,0.5,MSR,508755244.17802405,1
function 1,30,0.6,0.6,normal,90925546531.00114,1
function 1,30,0.6,0.6,PSR,496584645.78870404,1
function 1,30,0.6,0.6,MSR,415371600.4305541,1
function 1,30,0.6,0.7,normal,118054457739.38095,1
function 1,30,0.6,0.7,PSR,917610024.5267816,1
function 1,30,0.6,0.7,MSR,1068776258.1821655,1
function 1,30,0.6,0.8,normal,61431200191.239006,1
function 1,30,0.6,0.8,PSR,4337961247.71682,1
function 1,30,0.6,0.8,MSR,1492508693.9913642,1
function 1,30,0.6,0.9,normal,105595678132.12265,1
function 1,30,0.6,0.9,PSR,6806997209.831733,1
function 1,30,0.6,0.9,MSR,22594293011.765804,1
function 1,30,0.6,1.0,normal,129419309290.28423,1
function 1,30,0.6,1.0,PSR,360106967731.7267,1
function 1,30,0.6,1.0,MSR,233431116048.01184,1
function 1,30,0.7,0.0,normal,910009626356.5924,1
function 1,30,0.7,0.0,PSR,1052038558439.2505,1
function 1,30,0.7,0.0,MSR,905061036446.9825,1
function 1,30,0.7,0.1,normal,112275864416.4374,1
function 1,30,0.7,0.1,PSR,55124019374.180275,1
function 1,30,0.7,0.1,MSR,28754249590.19556,1
function 1,30,0.7,0.2,normal,143387793751.8522,1
function 1,30,0.7,0.2,PSR,6770088951.564858,1
function 1,30,0.7,0.2,MSR,6242267327.983924,1
function 1,30,0.7,0.3,normal,120981218977.3355,1
function 1,30,0.7,0.3,PSR,3049857470.9709435,1
function 1,30,0.7,0.3,MSR,2888813939.8969035,1
function 1,30,0.7,0.4,normal,148895684236.41013,1
function 1,30,0.7,0.4,PSR,3805286265.8670983,1
function 1,30,0.7,0.4,MSR,1609618937.9565876,1
function 1,30,0.7,0.5,normal,129177471331.7458,1
function 1,30,0.7,0.5,PSR,1092142971.4838328,1
function 1,30,0.7,0.5,MSR,1294130716.933075,1
function 1,30,0.7,0.6,normal,177743782662.90103,1
function 1,30,0.7,0.6,PSR,1060731452.8979487,1
function 1,30,0.7,0.6,MSR,898007210.0717696,1
function 1,30,0.7,0.7,normal,153299330736.49457,1
function 1,30,0.7,0.7,PSR,552100724.196521,1
function 1,30,0.7,0.7,MSR,733216450.7665899,1
function 1,30,0.7,0.8,normal,219472995832.07724,1
function 1,30,0.7,0.8,PSR,1415210287.4591358,1
function 1,30,0.7,0.8,MSR,890316897.1506336,1
function 1,30,0.7,0.9,normal,190863781469.7731,1
function 1,30,0.7,0.9,PSR,68849488430.3276,1
function 1,30,0.7,0.9,MSR,12529963270.779041,1
function 1,30,0.7,1.0,normal,310494460991.73206,1
function 1,30,0.7,1.0,PSR,310081804884.5532,1
function 1,30,0.7,1.0,MSR,312029808030.0456,1
function 1,30,0.8,0.0,normal,964039102974.1179,1
function 1,30,0.8,0.0,PSR,1059462839056.008,1
function 1,30,0.8,0.0,MSR,1152224455145.3264,1
function 1,30,0.8,0.1,normal,255183481590.9627,1
function 1,30,0.8,0.1,PSR,36771243129.68609,1
function 1,30,0.8,0.1,MSR,37545321393.87759,1
function 1,30,0.8,0.2,normal,151579636451.41245,1
function 1,30,0.8,0.2,PSR,9805809834.082354,1
function 1,30,0.8,0.2,MSR,7165915735.575168,1
function 1,30,0.8,0.3,normal,149047989857.2861,1
function 1,30,0.8,0.3,PSR,2408696591.7370243,1
function 1,30,0.8,0.3,MSR,3326666658.617649,1
function 1,30,0.8,0.4,normal,238423069132.88834,1
function 1,30,0.8,0.4,PSR,1366958478.856926,1
function 1,30,0.8,0.4,MSR,2462570013.2120934,1
function 1,30,0.8,0.5,normal,231648027867.1175,1
function 1,30,0.8,0.5,PSR,819781668.1306512,1
function 1,30,0.8,0.5,MSR,510889044.940607,1
function 1,30,0.8,0.6,normal,310129617477.81476,1
function 1,30,0.8,0.6,PSR,504155923.02889436,1
function 1,30,0.8,0.6,MSR,622863727.5021244,1
function 1,30,0.8,0.7,normal,331780295977.6999,1
function 1,30,0.8,0.7,PSR,715941357.1149782,1
function 1,30,0.8,0.7,MSR,657558570.7140307,1
function 1,30,0.8,0.8,normal,302781286437.463,1
function 1,30,0.8,0.8,PSR,1202420806.5489295,1
function 1,30,0.8,0.8,MSR,3144455328.3279357,1
function 1,30,0.8,0.9,normal,400594781747.2018,1
function 1,30,0.8,0.9,PSR,25029992291.529915,1
function 1,30,0.8,0.9,MSR,11593055075.60251,1
function 1,30,0.8,1.0,normal,320653667121.083,1
function 1,30,0.8,1.0,PSR,223001160989.86374,1
function 1,30,0.8,1.0,MSR,399950316210.54565,1
function 1,30,0.9,0.0,normal,724505413632.994,1
function 1,30,0.9,0.0,PSR,1081979538895.0968,1
function 1,30,0.9,0.0,MSR,867390973392.6333,1
function 1,30,0.9,0.1,normal,233954183933.70502,1
function 1,30,0.9,0.1,PSR,44845000072.04562,1
function 1,30,0.9,0.1,MSR,41823286326.8779,1
function 1,30,0.9,0.2,normal,231896508194.17697,1
function 1,30,0.9,0.2,PSR,6987897254.662473,1
function 1,30,0.9,0.2,MSR,6823944297.814425,1
function 1,30,0.9,0.3,normal,252131584150.63245,1
function 1,30,0.9,0.3,PSR,2590540281.426083,1
function 1,30,0.9,0.3,MSR,3062894171.1577168,1
function 1,30,0.9,0.4,normal,309560352350.42914,1
function 1,30,0.9,0.4,PSR,616177795.9265969,1
function 1,30,0.9,0.4,MSR,1428735820.9161308,1
function 1,30,0.9,0.5,normal,297090148528.5192,1
function 1,30,0.9,0.5,PSR,515450778.41220325,1
function 1,30,0.9,0.5,MSR,1256301625.9194105,1
function 1,30,0.9,0.6,normal,330073333080.2055,1
function 1,30,0.9,0.6,PSR,533070532.0495527,1
function 1,30,0.9,0.6,MSR,485681608.26469755,1
function 1,30,0.9,0.7,normal,375826247151.45154,1
function 1,30,0.9,0.7,PSR,1006726911.4534934,1
function 1,30,0.9,0.7,MSR,916050027.4307711,1
function 1,30,0.9,0.8,normal,416872976047.84863,1
function 1,30,0.9,0.8,PSR,1934577691.4777434,1
function 1,30,0.9,0.8,MSR,1119210143.2853954,1
function 1,30,0.9,0.9,normal,520668242684.08185,1
function 1,30,0.9,0.9,PSR,4076762530.173899,1
function 1,30,0.9,0.9,MSR,4739207460.934884,1
function 1,30,0.9,1.0,normal,343154005221.78656,1
function 1,30,0.9,1.0,PSR,170841988247.42804,1
function 1,30,0.9,1.0,MSR,354423771467.5486,1
function 1,30,1.0,0.0,normal,969858573182.1857,1
function 1,30,1.0,0.0,PSR,1075857814745.3555,1
function 1,30,1.0,0.0,MSR,1086580871550.1217,1
function 1,30,1.0,0.1,normal,203631821320.82373,1
function 1,30,1.0,0.1,PSR,24078674265.713936,1
function 1,30,1.0,0.1,MSR,37918101942.19424,1
function 1,30,1.0,0.2,normal,199666829324.88742,1
function 1,30,1.0,0.2,PSR,7620525566.428789,1
function 1,30,1.0,0.2,MSR,12839239239.749313,1
function 1,30,1.0,0.3,normal,368532716194.65625,1
function 1,30,1.0,0.3,PSR,2803481849.9177995,1
function 1,30,1.0,0.3,MSR,3554358894.6467285,1
function 1,30,1.0,0.4,normal,389785463339.71924,1
function 1,30,1.0,0.4,PSR,1353181489.143865,1
function 1,30,1.0,0.4,MSR,1146770311.3010714,1
function 1,30,1.0,0.5,normal,478269818117.9425,1
function 1,30,1.0,0.5,PSR,1841347465.3860765,1
function 1,30,1.0,0.5,MSR,1037666193.2879397,1
function 1,30,1.0,0.6,normal,376841702744.6271,1
function 1,30,1.0,0.6,PSR,576503742.6716261,1
function 1,30,1.0,0.6,MSR,1105491050.1579814,1
function 1,30,1.0,0.7,normal,500193914160.19946,1
function 1,30,1.0,0.7,PSR,1208278390.290882,1
function 1,30,1.0,0.7,MSR,804679509.0714122,1
function 1,30,1.0,0.8,normal,531856127588.6809,1
function 1,30,1.0,0.8,PSR,1034887599.0845573,1
function 1,30,1.0,0.8,MSR,1067499118.0486385,1
function 1,30,1.0,0.9,normal,565956404969.4266,1
function 1,30,1.0,0.9,PSR,6158361037.945509,1
function 1,30,1.0,0.9,MSR,5451468458.956656,1
function 1,30,1.0,1.0,normal,554939514118.7632,1
function 1,30,1.0,1.0,PSR,211436429733.5384,1
function 1,30,1.0,1.0,MSR,261177639720.6329,1
function 2,10,0.0,0.0,normal,9079545433152.42,1
function 2,10,0.0,0.0,PSR,65016872816248.016,1
function 2,10,0.0,0.0,MSR,4863993513204.14,1
function 2,10,0.0,0.1,normal,9852607.45898455,1
function 2,10,0.0,0.1,PSR,902059.4237326233,1
function 2,10,0.0,0.1,MSR,1411825.1284232803,1
function 2,10,0.0,0.2,normal,24266568.372615747,1
function 2,10,0.0,0.2,PSR,3283921.534091611,1
function 2,10,0.0,0.2,MSR,381210.55744822044,1
function 2,10,0.0,0.3,normal,455934.59909235546,1
function 2,10,0.0,0.3,PSR,209537.64979038906,1
function 2,10,0.0,0.3,MSR,340264.6501505244,1
function 2,10,0.0,0.4,normal,3927224.7194037237,1
function 2,10,0.0,0.4,PSR,714960.2506232173,1
function 2,10,0.0,0.4,MSR,29045.542277155684,1
function 2,10,0.0,0.5,normal,2076924.1600660204,1
function 2,10,0.0,0.5,PSR,33343804.97604774,1
function 2,10,0.0,0.5,MSR,167293.60822657723,1
function 2,10,0.0,0.6,normal,103557720.59628867,1
function 2,10,0.0,0.6,PSR,763671.2550587998,1
function 2,10,0.0,0.6,MSR,1361.9998926599123,1
function 2,10,0.0,0.7,normal,60354248.064002864,1
function 2,10,0.0,0.7,PSR,63373.11082724964,1
function 2,10,0.0,0.7,MSR,3246.881250393265,1
function 2,10,0.0,0.8,normal,14263629.025830124,1
function 2,10,0.0,0.8,PSR,1158107.8762183469,1
function 2,10,0.0,0.8,MSR,536426.9132838461,1
function 2,10,0.0,0.9,normal,36939405257.57374,1
function 2,10,0.0,0.9,PSR,417423.33395599603,1
function 2,10,0.0,0.9,MSR,11552.021203311593,1
function 2,10,0.0,1.0,normal,16740467694351.926,1
function 2,10,0.0,1.0,PSR,4459757607.601696,1
function 2,10,0.0,1.0,MSR,8016998291.020766,1
function 2,10,0.1,0.0,normal,626237070636.003,1
function 2,10,0.1,0.0,PSR,33294052164797.816,1
function 2,10,0.1,0.0,MSR,63374961337.60157,1
function 2,10,0.1,0.1,normal,1784607.34900946,1
function 2,10,0.1,0.1,PSR,1094050.9089221568,1
function 2,10,0.1,0.1,MSR,478168.53073950193,1
function 2,10,0.1,0.2,normal,1007701.4203430316,1
function 2,10,0.1,0.2,PSR,2964632.185747774,1
function 2,10,0.1,0.2,MSR,7577.407415187198,1
function 2,10,0.1,0.3,normal,2620189.63551309,1
function 2,10,0.1,0.3,PSR,2165298.817878213,1
function 2,10,0.1,0.3,MSR,252188.44050769042,1
function 2,10,0.1,0.4,normal,14857.129480354133,1
function 2,10,0.1,0.4,PSR,2014420.1498069996,1
function 2,10,0.1,0.4,MSR,16941.87391900639,1
function 2,10,0.1,0.5,normal,902918.4268819626,1
function 2,10,0.1,0.5,PSR,780048.9637134565,1
function 2,10,0.1,0.5,MSR,2110720.1696877256,1
function 2,10,0.1,0.6,normal,19494.719528280217,1
function 2,10,0.1,0.6,PSR,227104.7048199378,1
function 2,10,0.1,0.6,MSR,105993.2511854885,1
function 2,10,0.1,0.7,normal,813657.9721163587,1
function 2,10,0.1,0.7,PSR,12120.289886205912,1
function 2,10,0.1,0.7,MSR,742497.1053866049,1
function 2,10,0.1,0.8,normal,168937.27840325984,1
function 2,10,0.1,0.8,PSR,18051551.959112715,1
function 2,10,0.1,0.8,MSR,12664.893133917461,1
function 2,10,0.1,0.9,normal,251798.26271213588,1
function 2,10,0.1,0.9,PSR,325339.2198090129,1
function 2,10,0.1,0.9,MSR,329243.7572278385,1
function 2,10,0.1,1.0,normal,61233783.62918657,1
function 2,10,0.1,1.0,PSR,17021837282.14497,1
function 2,10,0.1,1.0,MSR,66589081109.36468,1
function 2,10,0.2,0.0,normal,2427332360020.89,1
function 2,10,0.2,0.0,PSR,482822940915.8177,1
function 2,10,0.2,0.0,MSR,12264966671226.197,1
function 2,10,0.2,0.1,normal,16357069.02080967,1
function 2,10,0.2,0.1,PSR,280228.4319139642,1
function 2,10,0.2,0.1,MSR,8766366.406223454,1
function 2,10,0.2,0.2,normal,5154388.017340119,1
function 2,10,0.2,0.2,PSR,143590.80187104063,1
function 2,10,0.2,0.2,MSR,1014665.8471338263,1
function 2,10,0.2,0.3,normal,1100327.60494378,1
function 2,10,0.2,0.3,PSR,872750.1561533195,1
function 2,10,0.2,0.3,MSR,7271645.104097603,1
function 2,10,0.2,0.4,normal,368053.53459366463,1
function 2,10,0.2,0.4,PSR,1136648.4755189135,1
function 2,10,0.2,0.4,MSR,2062440.457522921,1
function 2,10,0.2,0.5,normal,31405.95378440359,1
function 2,10,0.2,0.5,PSR,306569.0449299067,1
function 2,10,0.2,0.5,MSR,698023.4863130626,1
function 2,10,0.2,0.6,normal,333106.2774819284,1
function 2,10,0.2,0.6,PSR,22941.987620132957,1
function 2,10,0.2,0.6,MSR,12038402.083881943,1
function 2,10,0.2,0.7,normal,14722.885706489016,1
function 2,10,0.2,0.7,PSR,76196.41502296615,1
function 2,10,0.2,0.7,MSR,404.98064899401754,1
function 2,10,0.2,0.8,normal,16694.586360800102,1
function 2,10,0.2,0.8,PSR,102354.02191534704,1
function 2,10,0.2,0.8,MSR,19119.9218916869,1
function 2,10,0.2,0.9,normal,29120.052377383025,1
function 2,10,0.2,0.9,PSR,57265797.25418137,1
function 2,10,0.2,0.9,MSR,37382780.93808963,1
function 2,10,0.2,1.0,normal,683641.2996905566,1
function 2,10,0.2,1.0,PSR,829084906940.101,1
function 2,10,0.2,1.0,MSR,18863626965.80094,1
function 2,10,0.3,0.0,normal,998605959484.7991,1
function 2,10,0.3,0.0,PSR,219947633758.99747,1
function 2,10,0.3,0.0,MSR,34522424750392.082,1
function 2,10,0.3,0.1,normal,718454.5683595043,1
function 2,10,0.3,0.1,PSR,3147673.63591165,1
function 2,10,0.3,0.1,MSR,6448240.275550222,1
function 2,10,0.3,0.2,normal,1421962.5328192506,1
function 2,10,0.3,0.2,PSR,1551321.5716407916,1
function 2,10,0.3,0.2,MSR,58928.28833925362,1
function 2,10,0.3,0.3,normal,819646.6698653017,1
function 2,10,0.3,0.3,PSR,346026.39589578524,1
function 2,10,0.3,0.3,MSR,836282.8713957649,1
function 2,10,0.3,0.4,normal,44738.46297076692,1
function 2,10,0.3,0.4,PSR,8595161.930705242,1
function 2,10,0.3,0.4,MSR,43863.56423754816,1
function 2,10,0.3,0.5,normal,1796167.290285362,1
function 2,10,0.3,0.5,PSR,63167.8523324653,1
function 2,10,0.3,0.5,MSR,134262.96507228783,1
function 2,10,0.3,0.6,normal,341532.14066732157,1
function 2,10,0.3,0.6,PSR,898.3263976652839,1
function 2,10,0.3,0.6,MSR,229265.91336489172,1
function 2,10,0.3,0.7,normal,39013.44171360007,1
function 2,10,0.3,0.7,PSR,27415.426030253664,1
function 2,10,0.3,0.7,MSR,2062384.1403156791,1
function 2,10,0.3,0.8,normal,731.8830541247801,1
function 2,10,0.3,0.8,PSR,418778.55000185774,1
function 2,10,0.3,0.8,MSR,605878.9638214478,1
function 2,10,0.3,0.9,normal,371.4866138811158,1
function 2,10,0.3,0.9,PSR,29562786.418784842,1
function 2,10,0.3,0.9,MSR,532823.2981864731,1
function 2,10,0.3,1.0,normal,326320.1384661049,1
function 2,10,0.3,1.0,PSR,17984394673.919735,1
function 2,10,0.3,1.0,MSR,178138937033.4941,1
function 2,10,0.4,0.0,normal,2191759417292.9832,1
function 2,10,0.4,0.0,PSR,3089129997756.6245,1
function 2,10,0.4,0.0,MSR,266432106632.41165,1
function 2,10,0.4,0.1,normal,19602425.269842505,1
function 2,10,0.4,0.1,PSR,2292791.160105871,1
function 2,10,0.4,0.1,MSR,7498100.53358059,1
function 2,10,0.4,0.2,normal,680988.5098989983,1
function 2,10,0.4,0.2,PSR,367416.51563263725,1
function 2,10,0.4,0.2,MSR,176779.789606394,1
function 2,10,0.4,0.3,normal,2184303.515163026,1
function 2,10,0.4,0.3,PSR,456856.21679427585,1
function 2,10,0.4,0.3,MSR,682601.3940029886,1
function 2,10,0.4,0.4,normal,1378066.0403797617,1
function 2,10,0.4,0.4,PSR,2072343.7805550455,1
function 2,10,0.4,0.4,MSR,939196.3738574708,1
function 2,10,0.4,0.5,normal,1282221.8658511767,1
function 2,10,0.4,0.5,PSR,8367.962846199165,1
function 2,10,0.4,0.5,MSR,2524029.8240187378,1
function 2,10,0.4,0.6,normal,743724.0502522001,1
function 2,10,0.4,0.6,PSR,89009.34221626593,1
function 2,10,0.4,0.6,MSR,1869356.4337239685,1
function 2,10,0.4,0.7,normal,176181.57100292773,1
function 2,10,0.4,0.7,PSR,5721.639112260964,1
function 2,10,0.4,0.7,MSR,1235060.8551875434,1
function 2,10,0.4,0.8,normal,15908.696110686571,1
function 2,10,0.4,0.8,PSR,22465.217442417736,1
function 2,10,0.4,0.8,MSR,5282.576842551366,1
function 2,10,0.4,0.9,normal,366.0547075921071,1
function 2,10,0.4,0.9,PSR,6464490.904300688,1
function 2,10,0.4,0.9,MSR,46762.77015711478,1
function 2,10,0.4,1.0,normal,377.5239638977804,1
function 2,10,0.4,1.0,PSR,35340895.5418136,1
function 2,10,0.4,1.0,MSR,16242313.490245705,1
function 2,10,0.5,0.0,normal,8435573299833.75,1
function 2,10,0.5,0.0,PSR,196231028291247.0,1
function 2,10,0.5,0.0,MSR,940594629685.478,1
function 2,10,0.5,0.1,normal,198171344.64525393,1
function 2,10,0.5,0.1,PSR,940528.1512658236,1
function 2,10,0.5,0.1,MSR,2609592.07032397,1
function 2,10,0.5,0.2,normal,5182322.759126521,1
function 2,10,0.5,0.2,PSR,137664.05308393645,1
function 2,10,0.5,0.2,MSR,621548.3109945247,1
function 2,10,0.5,0.3,normal,21190019.457831077,1
function 2,10,0.5,0.3,PSR,273858.3391417381,1
function 2,10,0.5,0.3,MSR,1401067.482354218,1
function 2,10,0.5,0.4,normal,2478928.3547055987,1
function 2,10,0.5,0.4,PSR,986317.9866689529,1
function 2,10,0.5,0.4,MSR,2092618.7991312458,1
function 2,10,0.5,0.5,normal,9884121.530104771,1
function 2,10,0.5,0.5,PSR,481227.4984392888,1
function 2,10,0.5,0.5,MSR,1819262.9398490516,1
function 2,10,0.5,0.6,normal,12205852.308178525,1
function 2,10,0.5,0.6,PSR,30257.837985719845,1
function 2,10,0.5,0.6,MSR,21518.638444444266,1
function 2,10,0.5,0.7,normal,3003802.22564783,1
function 2,10,0.5,0.7,PSR,5419.759930541688,1
function 2,10,0.5,0.7,MSR,16443.249270752065,1
function 2,10,0.5,0.8,normal,232723.71284180615,1
function 2,10,0.5,0.8,PSR,10456.440984294857,1
function 2,10,0.5,0.8,MSR,2440.641695448109,1
function 2,10,0.5,0.9,normal,4175.406347452375,1
function 2,10,0.5,0.9,PSR,38145.88640832885,1
function 2,10,0.5,0.9,MSR,36198188.710538566,1
function 2,10,0.5,1.0,normal,208.50150039834426,1
function 2,10,0.5,1.0,PSR,277457.7252103176,1
function 2,10,0.5,1.0,MSR,19203574.823995218,1
function 2,10,0.6,0.0,normal,9367724930685.324,1
function 2,10,0.6,0.0,PSR,939670913046.9271,1
function 2,10,0.6,0.0,MSR,1827396184769.137,1
function 2,10,0.6,0.1,normal,12210668.650834303,1
function 2,10,0.6,0.1,PSR,1387730.3295793852,1
function 2,10,0.6,0.1,MSR,3541025.5917902403,1
function 2,10,0.6,0.2,normal,8678935.343499385,1
function 2,10,0.6,0.2,PSR,11093246.256321887,1
function 2,10,0.6,0.2,MSR,1122005.8657340694,1
function 2,10,0.6,0.3,normal,4694173.445630842,1
function 2,10,0.6,0.3,PSR,285710.5732428675,1
function 2,10,0.6,0.3,MSR,329146.2615168962,1
function 2,10,0.6,0.4,normal,16777534.765372474,1
function 2,10,0.6,0.4,PSR,4337706.796716682,1
function 2,10,0.6,0.4,MSR,1059250.1810571805,1
function 2,10,0.6,0.5,normal,50559634.69822194,1
function 2,10,0.6,0.5,PSR,176033.05174282263,1
function 2,10,0.6,0.5,MSR,2462978.294636283,1
function 2,10,0.6,0.6,normal,7061975.832113259,1
function 2,10,0.6,0.6,PSR,123665.29386373557,1
function 2,10,0.6,0.6,MSR,1367279.9385620744,1
function 2,10,0.6,0.7,normal,1212901.854523737,1
function 2,10,0.6,0.7,PSR,655.4143109178499,1
function 2,10,0.6,0.7,MSR,217754.77720863334,1
function 2,10,0.6,0.8,normal,123110.12909971926,1
